No;Kecamatan;Kelurahan;Nomor;Kepala Lingkungan 
1202;MEDAN MAIMUN;SEI MATI;I;MEDAN MAIMUN-SEI MATI-I
1203;MEDAN MAIMUN;SEI MATI;II;MEDAN MAIMUN-SEI MATI-II
1204;MEDAN MAIMUN;SEI MATI;III;MEDAN MAIMUN-SEI MATI-III
1205;MEDAN MAIMUN;SEI MATI;IV;MEDAN MAIMUN-SEI MATI-IV
1206;MEDAN MAIMUN;SEI MATI;V;MEDAN MAIMUN-SEI MATI-V
1207;MEDAN MAIMUN;SEI MATI;VI;MEDAN MAIMUN-SEI MATI-VI
1208;MEDAN MAIMUN;SEI MATI;VII;MEDAN MAIMUN-SEI MATI-VII
1209;MEDAN MAIMUN;SEI MATI;VIII;MEDAN MAIMUN-SEI MATI-VIII
1210;MEDAN MAIMUN;SEI MATI;IX;MEDAN MAIMUN-SEI MATI-IX
1211;MEDAN MAIMUN;SEI MATI;X;MEDAN MAIMUN-SEI MATI-X
1212;MEDAN MAIMUN;SEI MATI;XI;MEDAN MAIMUN-SEI MATI-XI
1213;MEDAN MAIMUN;SEI MATI;XII;MEDAN MAIMUN-SEI MATI-XII
1214;MEDAN MAIMUN;SUKA RAJA;I;MEDAN MAIMUN-SUKA RAJA-I
1215;MEDAN MAIMUN;SUKA RAJA;II;MEDAN MAIMUN-SUKA RAJA-II
1216;MEDAN MAIMUN;SUKA RAJA;III;MEDAN MAIMUN-SUKA RAJA-III
1217;MEDAN MAIMUN;SUKA RAJA;IV;MEDAN MAIMUN-SUKA RAJA-IV
1218;MEDAN MAIMUN;SUKA RAJA;V;MEDAN MAIMUN-SUKA RAJA-V
1219;MEDAN MAIMUN;SUKA RAJA;VI;MEDAN MAIMUN-SUKA RAJA-VI
1220;MEDAN MAIMUN;SUKA RAJA;VII;MEDAN MAIMUN-SUKA RAJA-VII
1221;MEDAN MAIMUN;SUKA RAJA;VIII;MEDAN MAIMUN-SUKA RAJA-VIII
1222;MEDAN MARELAN;LABUHAN DELI;I;MEDAN MARELAN-LABUHAN DELI-I
1223;MEDAN MARELAN;LABUHAN DELI;II;MEDAN MARELAN-LABUHAN DELI-II
1224;MEDAN MARELAN;LABUHAN DELI;III;MEDAN MARELAN-LABUHAN DELI-III
1225;MEDAN MARELAN;LABUHAN DELI;IV;MEDAN MARELAN-LABUHAN DELI-IV
1226;MEDAN MARELAN;LABUHAN DELI;V;MEDAN MARELAN-LABUHAN DELI-V
1227;MEDAN MARELAN;LABUHAN DELI;VI;MEDAN MARELAN-LABUHAN DELI-VI
1228;MEDAN MARELAN;LABUHAN DELI;VII;MEDAN MARELAN-LABUHAN DELI-VII
1229;MEDAN MARELAN;LABUHAN DELI;VIII;MEDAN MARELAN-LABUHAN DELI-VIII
1230;MEDAN MARELAN;LABUHAN DELI;IX;MEDAN MARELAN-LABUHAN DELI-IX
1231;MEDAN MARELAN;LABUHAN DELI;X;MEDAN MARELAN-LABUHAN DELI-X
1232;MEDAN MARELAN;LABUHAN DELI;XI;MEDAN MARELAN-LABUHAN DELI-XI
1233;MEDAN MARELAN;PAYA PASIR;I;MEDAN MARELAN-PAYA PASIR-I
1234;MEDAN MARELAN;PAYA PASIR;II;MEDAN MARELAN-PAYA PASIR-II
1235;MEDAN MARELAN;PAYA PASIR;III;MEDAN MARELAN-PAYA PASIR-III
1236;MEDAN MARELAN;PAYA PASIR;IV;MEDAN MARELAN-PAYA PASIR-IV
1237;MEDAN MARELAN;PAYA PASIR;V;MEDAN MARELAN-PAYA PASIR-V
1238;MEDAN MARELAN;PAYA PASIR;VI;MEDAN MARELAN-PAYA PASIR-VI
1239;MEDAN MARELAN;PAYA PASIR;VII;MEDAN MARELAN-PAYA PASIR-VII
1240;MEDAN MARELAN;PAYA PASIR;VIII;MEDAN MARELAN-PAYA PASIR-VIII
1241;MEDAN MARELAN;PAYA PASIR;IX;MEDAN MARELAN-PAYA PASIR-IX
1242;MEDAN MARELAN;RENGAS PULAU;I;MEDAN MARELAN-RENGAS PULAU-I
1243;MEDAN MARELAN;RENGAS PULAU;II;MEDAN MARELAN-RENGAS PULAU-II
1244;MEDAN MARELAN;RENGAS PULAU;III;MEDAN MARELAN-RENGAS PULAU-III
1245;MEDAN MARELAN;RENGAS PULAU;IV;MEDAN MARELAN-RENGAS PULAU-IV
1246;MEDAN MARELAN;RENGAS PULAU;V;MEDAN MARELAN-RENGAS PULAU-V
1247;MEDAN MARELAN;RENGAS PULAU;VI;MEDAN MARELAN-RENGAS PULAU-VI
1248;MEDAN MARELAN;RENGAS PULAU;VII;MEDAN MARELAN-RENGAS PULAU-VII
1249;MEDAN MARELAN;RENGAS PULAU;VIII;MEDAN MARELAN-RENGAS PULAU-VIII
1250;MEDAN MARELAN;RENGAS PULAU;IX;MEDAN MARELAN-RENGAS PULAU-IX
1251;MEDAN MARELAN;RENGAS PULAU;X;MEDAN MARELAN-RENGAS PULAU-X
1252;MEDAN MARELAN;RENGAS PULAU;XI;MEDAN MARELAN-RENGAS PULAU-XI
1253;MEDAN MARELAN;RENGAS PULAU;XII;MEDAN MARELAN-RENGAS PULAU-XII
1254;MEDAN MARELAN;RENGAS PULAU;XIII;MEDAN MARELAN-RENGAS PULAU-XIII
1255;MEDAN MARELAN;RENGAS PULAU;XIV;MEDAN MARELAN-RENGAS PULAU-XIV
1256;MEDAN MARELAN;RENGAS PULAU;XV;MEDAN MARELAN-RENGAS PULAU-XV
1257;MEDAN MARELAN;RENGAS PULAU;XVI;MEDAN MARELAN-RENGAS PULAU-XVI
1258;MEDAN MARELAN;RENGAS PULAU;XVII;MEDAN MARELAN-RENGAS PULAU-XVII
1259;MEDAN MARELAN;RENGAS PULAU;XVIII;MEDAN MARELAN-RENGAS PULAU-XVIII
1260;MEDAN MARELAN;RENGAS PULAU;XIX;MEDAN MARELAN-RENGAS PULAU-XIX
1261;MEDAN MARELAN;RENGAS PULAU;XX;MEDAN MARELAN-RENGAS PULAU-XX
1262;MEDAN MARELAN;RENGAS PULAU;XXI;MEDAN MARELAN-RENGAS PULAU-XXI
1263;MEDAN MARELAN;RENGAS PULAU;XXII;MEDAN MARELAN-RENGAS PULAU-XXII
1264;MEDAN MARELAN;RENGAS PULAU;XXIII;MEDAN MARELAN-RENGAS PULAU-XXIII
1265;MEDAN MARELAN;RENGAS PULAU;XXIV;MEDAN MARELAN-RENGAS PULAU-XXIV
1266;MEDAN MARELAN;RENGAS PULAU;XXV;MEDAN MARELAN-RENGAS PULAU-XXV
1267;MEDAN MARELAN;RENGAS PULAU;XXVI;MEDAN MARELAN-RENGAS PULAU-XXVI
1268;MEDAN MARELAN;RENGAS PULAU;XXVII;MEDAN MARELAN-RENGAS PULAU-XXVII
1269;MEDAN MARELAN;RENGAS PULAU;XXVIII;MEDAN MARELAN-RENGAS PULAU-XXVIII
1270;MEDAN MARELAN;RENGAS PULAU;XXIX;MEDAN MARELAN-RENGAS PULAU-XXIX
1271;MEDAN MARELAN;RENGAS PULAU;XXX;MEDAN MARELAN-RENGAS PULAU-XXX
1272;MEDAN MARELAN;RENGAS PULAU;XXXI;MEDAN MARELAN-RENGAS PULAU-XXXI
1273;MEDAN MARELAN;RENGAS PULAU;XXXII;MEDAN MARELAN-RENGAS PULAU-XXXII
1274;MEDAN MARELAN;RENGAS PULAU;XXXIII;MEDAN MARELAN-RENGAS PULAU-XXXIII
1275;MEDAN MARELAN;RENGAS PULAU;XXXIV;MEDAN MARELAN-RENGAS PULAU-XXXIV
1276;MEDAN MARELAN;RENGAS PULAU;XXXV;MEDAN MARELAN-RENGAS PULAU-XXXV
1277;MEDAN MARELAN;TANAH ENAM RATUS;I;MEDAN MARELAN-TANAH ENAM RATUS-I
1278;MEDAN MARELAN;TANAH ENAM RATUS;II;MEDAN MARELAN-TANAH ENAM RATUS-II
1279;MEDAN MARELAN;TANAH ENAM RATUS;III;MEDAN MARELAN-TANAH ENAM RATUS-III
1280;MEDAN MARELAN;TANAH ENAM RATUS;IV;MEDAN MARELAN-TANAH ENAM RATUS-IV
1281;MEDAN MARELAN;TANAH ENAM RATUS;V;MEDAN MARELAN-TANAH ENAM RATUS-V
1282;MEDAN MARELAN;TANAH ENAM RATUS;VI;MEDAN MARELAN-TANAH ENAM RATUS-VI
1283;MEDAN MARELAN;TANAH ENAM RATUS;VII;MEDAN MARELAN-TANAH ENAM RATUS-VII
1284;MEDAN MARELAN;TANAH ENAM RATUS;VIII;MEDAN MARELAN-TANAH ENAM RATUS-VIII
1285;MEDAN MARELAN;TANAH ENAM RATUS;IX;MEDAN MARELAN-TANAH ENAM RATUS-IX
1286;MEDAN MARELAN;TANAH ENAM RATUS;X;MEDAN MARELAN-TANAH ENAM RATUS-X
1287;MEDAN MARELAN;TANAH ENAM RATUS;XI;MEDAN MARELAN-TANAH ENAM RATUS-XI
1288;MEDAN MARELAN;TERJUN;I;MEDAN MARELAN-TERJUN-I
1289;MEDAN MARELAN;TERJUN;II;MEDAN MARELAN-TERJUN-II
1290;MEDAN MARELAN;TERJUN;III;MEDAN MARELAN-TERJUN-III
1291;MEDAN MARELAN;TERJUN;IV;MEDAN MARELAN-TERJUN-IV
1292;MEDAN MARELAN;TERJUN;V;MEDAN MARELAN-TERJUN-V
1293;MEDAN MARELAN;TERJUN;VI;MEDAN MARELAN-TERJUN-VI
1294;MEDAN MARELAN;TERJUN;VII;MEDAN MARELAN-TERJUN-VII
1295;MEDAN MARELAN;TERJUN;VIII;MEDAN MARELAN-TERJUN-VIII
1296;MEDAN MARELAN;TERJUN;IX;MEDAN MARELAN-TERJUN-IX
1297;MEDAN MARELAN;TERJUN;X;MEDAN MARELAN-TERJUN-X
1298;MEDAN MARELAN;TERJUN;XI;MEDAN MARELAN-TERJUN-XI
1299;MEDAN MARELAN;TERJUN;XII;MEDAN MARELAN-TERJUN-XII
1300;MEDAN MARELAN;TERJUN;XIII;MEDAN MARELAN-TERJUN-XIII
1301;MEDAN MARELAN;TERJUN;XIV;MEDAN MARELAN-TERJUN-XIV
1302;MEDAN MARELAN;TERJUN;XV;MEDAN MARELAN-TERJUN-XV
1303;MEDAN MARELAN;TERJUN;XVI;MEDAN MARELAN-TERJUN-XVI
1304;MEDAN MARELAN;TERJUN;XVII;MEDAN MARELAN-TERJUN-XVII
1305;MEDAN MARELAN;TERJUN;XVIII;MEDAN MARELAN-TERJUN-XVIII
1306;MEDAN MARELAN;TERJUN;XIX;MEDAN MARELAN-TERJUN-XIX
1307;MEDAN MARELAN;TERJUN;XX;MEDAN MARELAN-TERJUN-XX
1308;MEDAN MARELAN;TERJUN;XXI;MEDAN MARELAN-TERJUN-XXI
1309;MEDAN MARELAN;TERJUN;XXII;MEDAN MARELAN-TERJUN-XXII
1310;MEDAN PERJUANGAN;PAHLAWAN;I;MEDAN PERJUANGAN-PAHLAWAN-I
1311;MEDAN PERJUANGAN;PAHLAWAN;II;MEDAN PERJUANGAN-PAHLAWAN-II
1312;MEDAN PERJUANGAN;PAHLAWAN;III;MEDAN PERJUANGAN-PAHLAWAN-III
1313;MEDAN PERJUANGAN;PAHLAWAN;IV;MEDAN PERJUANGAN-PAHLAWAN-IV
1314;MEDAN PERJUANGAN;PAHLAWAN;V;MEDAN PERJUANGAN-PAHLAWAN-V
1315;MEDAN PERJUANGAN;PAHLAWAN;VI;MEDAN PERJUANGAN-PAHLAWAN-VI
1316;MEDAN PERJUANGAN;PAHLAWAN;VII;MEDAN PERJUANGAN-PAHLAWAN-VII
1317;MEDAN PERJUANGAN;PAHLAWAN;VIII;MEDAN PERJUANGAN-PAHLAWAN-VIII
1318;MEDAN PERJUANGAN;PAHLAWAN;IX;MEDAN PERJUANGAN-PAHLAWAN-IX
1319;MEDAN PERJUANGAN;PAHLAWAN;X;MEDAN PERJUANGAN-PAHLAWAN-X
1320;MEDAN PERJUANGAN;PAHLAWAN;XI;MEDAN PERJUANGAN-PAHLAWAN-XI
1321;MEDAN PERJUANGAN;PAHLAWAN;XII;MEDAN PERJUANGAN-PAHLAWAN-XII
1322;MEDAN PERJUANGAN;PAHLAWAN;XIII;MEDAN PERJUANGAN-PAHLAWAN-XIII
1323;MEDAN PERJUANGAN;PAHLAWAN;XIV;MEDAN PERJUANGAN-PAHLAWAN-XIV
1324;MEDAN PERJUANGAN;PAHLAWAN;XV;MEDAN PERJUANGAN-PAHLAWAN-XV
1325;MEDAN PERJUANGAN;PAHLAWAN;XVI;MEDAN PERJUANGAN-PAHLAWAN-XVI
1326;MEDAN PERJUANGAN;PAHLAWAN;XVII;MEDAN PERJUANGAN-PAHLAWAN-XVII
1327;MEDAN PERJUANGAN;PANDAU HILIR;I;MEDAN PERJUANGAN-PANDAU HILIR-I
1328;MEDAN PERJUANGAN;PANDAU HILIR;II;MEDAN PERJUANGAN-PANDAU HILIR-II
1329;MEDAN PERJUANGAN;PANDAU HILIR;III;MEDAN PERJUANGAN-PANDAU HILIR-III
1330;MEDAN PERJUANGAN;PANDAU HILIR;IV;MEDAN PERJUANGAN-PANDAU HILIR-IV
1331;MEDAN PERJUANGAN;PANDAU HILIR;V;MEDAN PERJUANGAN-PANDAU HILIR-V
1332;MEDAN PERJUANGAN;PANDAU HILIR;VI;MEDAN PERJUANGAN-PANDAU HILIR-VI
1333;MEDAN PERJUANGAN;PANDAU HILIR;VII;MEDAN PERJUANGAN-PANDAU HILIR-VII
1334;MEDAN PERJUANGAN;PANDAU HILIR;VIII;MEDAN PERJUANGAN-PANDAU HILIR-VIII
1335;MEDAN PERJUANGAN;PANDAU HILIR;IX;MEDAN PERJUANGAN-PANDAU HILIR-IX
1336;MEDAN PERJUANGAN;SEI KERA HILIR;I;MEDAN PERJUANGAN-SEI KERA HILIR-I-I
1337;MEDAN PERJUANGAN;SEI KERA HILIR;II;MEDAN PERJUANGAN-SEI KERA HILIR-I-II
1338;MEDAN PERJUANGAN;SEI KERA HILIR;III;MEDAN PERJUANGAN-SEI KERA HILIR-I-III
1339;MEDAN PERJUANGAN;SEI KERA HILIR;IV;MEDAN PERJUANGAN-SEI KERA HILIR-I-IV
1340;MEDAN PERJUANGAN;SEI KERA HILIR;V;MEDAN PERJUANGAN-SEI KERA HILIR-I-V
1341;MEDAN PERJUANGAN;SEI KERA HILIR;VI;MEDAN PERJUANGAN-SEI KERA HILIR-I-VI
1342;MEDAN PERJUANGAN;SEI KERA HILIR;VII;MEDAN PERJUANGAN-SEI KERA HILIR-I-VII
1343;MEDAN PERJUANGAN;SEI KERA HILIR;VIII;MEDAN PERJUANGAN-SEI KERA HILIR-I-VIII
1344;MEDAN PERJUANGAN;SEI KERA HILIR;IX;MEDAN PERJUANGAN-SEI KERA HILIR-I-IX
1345;MEDAN PERJUANGAN;SEI KERA HILIR;X;MEDAN PERJUANGAN-SEI KERA HILIR-I-X
1346;MEDAN PERJUANGAN;SEI KERA HILIR;XI;MEDAN PERJUANGAN-SEI KERA HILIR-I-XI
1347;MEDAN PERJUANGAN;SEI KERA HILIR;XII;MEDAN PERJUANGAN-SEI KERA HILIR-I-XII
1348;MEDAN PERJUANGAN;SEI KERA HILIR;XIII;MEDAN PERJUANGAN-SEI KERA HILIR-I-XIII
1349;MEDAN PERJUANGAN;SEI KERA HILIR;I;MEDAN PERJUANGAN-SEI KERA HILIR-II-I
1350;MEDAN PERJUANGAN;SEI KERA HILIR;II;MEDAN PERJUANGAN-SEI KERA HILIR-II-II
1351;MEDAN PERJUANGAN;SEI KERA HILIR;III;MEDAN PERJUANGAN-SEI KERA HILIR-II-III
1352;MEDAN PERJUANGAN;SEI KERA HILIR;IV;MEDAN PERJUANGAN-SEI KERA HILIR-II-IV
1353;MEDAN PERJUANGAN;SEI KERA HILIR;V;MEDAN PERJUANGAN-SEI KERA HILIR-II-V
1354;MEDAN PERJUANGAN;SEI KERA HILIR;VI;MEDAN PERJUANGAN-SEI KERA HILIR-II-VI
1355;MEDAN PERJUANGAN;SEI KERA HILIR;VII;MEDAN PERJUANGAN-SEI KERA HILIR-II-VII
1356;MEDAN PERJUANGAN;SEI KERA HILIR;VIII;MEDAN PERJUANGAN-SEI KERA HILIR-II-VIII
1357;MEDAN PERJUANGAN;SEI KERA HILIR;IX;MEDAN PERJUANGAN-SEI KERA HILIR-II-IX
1358;MEDAN PERJUANGAN;SEI KERA HILIR;X;MEDAN PERJUANGAN-SEI KERA HILIR-II-X
1359;MEDAN PERJUANGAN;SEI KERA HILIR;XII;MEDAN PERJUANGAN-SEI KERA HILIR-II-XI
1360;MEDAN PERJUANGAN;SEI KERA HILIR;XII;MEDAN PERJUANGAN-SEI KERA HILIR-II-XII
1361;MEDAN PERJUANGAN;SEI KERA HILIR;XIII;MEDAN PERJUANGAN-SEI KERA HILIR-II-XIII
1362;MEDAN PERJUANGAN;SEI KERA HILIR;XIV;MEDAN PERJUANGAN-SEI KERA HILIR-II-XIV
1363;MEDAN PERJUANGAN;SEI KERA HILIR;XV;MEDAN PERJUANGAN-SEI KERA HILIR-II-XV
1364;MEDAN PERJUANGAN;SEI KERA HULU;I;MEDAN PERJUANGAN-SEI KERA HULU-I
1365;MEDAN PERJUANGAN;SEI KERA HULU;II;MEDAN PERJUANGAN-SEI KERA HULU-II
1366;MEDAN PERJUANGAN;SEI KERA HULU;III;MEDAN PERJUANGAN-SEI KERA HULU-III
1367;MEDAN PERJUANGAN;SEI KERA HULU;IV;MEDAN PERJUANGAN-SEI KERA HULU-IV
1368;MEDAN PERJUANGAN;SEI KERA HULU;V;MEDAN PERJUANGAN-SEI KERA HULU-V
1369;MEDAN PERJUANGAN;SEI KERA HULU;VI;MEDAN PERJUANGAN-SEI KERA HULU-VI
1370;MEDAN PERJUANGAN;SEI KERA HULU;VII;MEDAN PERJUANGAN-SEI KERA HULU-VII
1371;MEDAN PERJUANGAN;SEI KERA HULU;VIII;MEDAN PERJUANGAN-SEI KERA HULU-VIII
1372;MEDAN PERJUANGAN;SEI KERA HULU;IX;MEDAN PERJUANGAN-SEI KERA HULU-IX
1373;MEDAN PERJUANGAN;SEI KERA HULU;X;MEDAN PERJUANGAN-SEI KERA HULU-X
1374;MEDAN PERJUANGAN;SEI KERA HULU;XI;MEDAN PERJUANGAN-SEI KERA HULU-XI
1375;MEDAN PERJUANGAN;SEI KERA HULU;XII;MEDAN PERJUANGAN-SEI KERA HULU-XII
1376;MEDAN PERJUANGAN;SEI KERA HULU;XIII;MEDAN PERJUANGAN-SEI KERA HULU-XIII
1377;MEDAN PERJUANGAN;SEI KERA HULU;XIV;MEDAN PERJUANGAN-SEI KERA HULU-XIV
1378;MEDAN PERJUANGAN;SEI KERA HULU;XV;MEDAN PERJUANGAN-SEI KERA HULU-XV
1379;MEDAN PERJUANGAN;SEI KERA HULU;XVI;MEDAN PERJUANGAN-SEI KERA HULU-XVI
1380;MEDAN PERJUANGAN;SEI KERA HULU;XVII;MEDAN PERJUANGAN-SEI KERA HULU- XVII
1381;MEDAN PERJUANGAN;SEI KERA HULU;XVIII;MEDAN PERJUANGAN-SEI KERA HULU- XVIII
1382;MEDAN PERJUANGAN;SEI KERA HULU;XIX;MEDAN PERJUANGAN-SEI KERA HULU-XIX
1383;MEDAN PERJUANGAN;SEI KERA HULU;XX;MEDAN PERJUANGAN-SEI KERA HULU-XX
1384;MEDAN PERJUANGAN;SEI KERA HULU;XXI;MEDAN PERJUANGAN-SEI KERA HULU-XXI
1385;MEDAN PERJUANGAN;SIDORAME BARAT;I-I;MEDAN PERJUANGAN-SIDORAME BARAT-I-I
1386;MEDAN PERJUANGAN;SIDORAME BARAT;I-II;MEDAN PERJUANGAN-SIDORAME BARAT-I-II
1387;MEDAN PERJUANGAN;SIDORAME BARAT;I-III;MEDAN PERJUANGAN-SIDORAME BARAT-I-III
1388;MEDAN PERJUANGAN;SIDORAME BARAT;I-IV;MEDAN PERJUANGAN-SIDORAME BARAT-I-IV
1389;MEDAN PERJUANGAN;SIDORAME BARAT;I-V;MEDAN PERJUANGAN-SIDORAME BARAT-I-V
1390;MEDAN PERJUANGAN;SIDORAME BARAT;I-VI;MEDAN PERJUANGAN-SIDORAME BARAT-I-VI
1391;MEDAN PERJUANGAN;SIDORAME BARAT;I-VII;MEDAN PERJUANGAN-SIDORAME BARAT-I-VII
1392;MEDAN PERJUANGAN;SIDORAME BARAT;I-VIII;MEDAN PERJUANGAN-SIDORAME BARAT-I-VIII
1393;MEDAN PERJUANGAN;SIDORAME BARAT;I-IX;MEDAN PERJUANGAN-SIDORAME BARAT-I-IX
1394;MEDAN PERJUANGAN;SIDORAME BARAT;I-X;MEDAN PERJUANGAN-SIDORAME BARAT-I-X
1395;MEDAN PERJUANGAN;SIDORAME BARAT;I-XI;MEDAN PERJUANGAN-SIDORAME BARAT-I-XI
1396;MEDAN PERJUANGAN;SIDORAME BARAT;I-XII;MEDAN PERJUANGAN-SIDORAME BARAT-I-XII
1397;MEDAN PERJUANGAN;SIDORAME BARAT;I-XIII;MEDAN PERJUANGAN-SIDORAME BARAT-I-XIII
1398;MEDAN PERJUANGAN;SIDORAME BARAT;I-XIV;MEDAN PERJUANGAN-SIDORAME BARAT-I-XIV
1399;MEDAN PERJUANGAN;SIDORAME BARAT;II-I;MEDAN PERJUANGAN-SIDORAME BARAT-II-I
1400;MEDAN PERJUANGAN;SIDORAME BARAT;II-II;MEDAN PERJUANGAN-SIDORAME BARAT-II-II
1401;MEDAN PERJUANGAN;SIDORAME BARAT;II-III;MEDAN PERJUANGAN-SIDORAME BARAT-II-III
1402;MEDAN PERJUANGAN;SIDORAME BARAT;II-IV;MEDAN PERJUANGAN-SIDORAME BARAT-II-IV
1403;MEDAN PERJUANGAN;SIDORAME BARAT;II-V;MEDAN PERJUANGAN-SIDORAME BARAT-II-V
1404;MEDAN PERJUANGAN;SIDORAME BARAT;II-VI;MEDAN PERJUANGAN-SIDORAME BARAT-II-VI
1405;MEDAN PERJUANGAN;SIDORAME BARAT;II-VII;MEDAN PERJUANGAN-SIDORAME BARAT-II-VII
1406;MEDAN PERJUANGAN;SIDORAME BARAT;II-VIII;MEDAN PERJUANGAN-SIDORAME BARAT-II-VIII
1407;MEDAN PERJUANGAN;SIDORAME BARAT;II-IX;MEDAN PERJUANGAN-SIDORAME BARAT-II-IX
1408;MEDAN PERJUANGAN;SIDORAME TIMUR;I;MEDAN PERJUANGAN-SIDORAME TIMUR-I
1409;MEDAN PERJUANGAN;SIDORAME TIMUR;II;MEDAN PERJUANGAN-SIDORAME TIMUR-II
1410;MEDAN PERJUANGAN;SIDORAME TIMUR;III;MEDAN PERJUANGAN-SIDORAME TIMUR-III
1411;MEDAN PERJUANGAN;SIDORAME TIMUR;IV;MEDAN PERJUANGAN-SIDORAME TIMUR-IV
1412;MEDAN PERJUANGAN;SIDORAME TIMUR;V;MEDAN PERJUANGAN-SIDORAME TIMUR-V
1413;MEDAN PERJUANGAN;SIDORAME TIMUR;VI;MEDAN PERJUANGAN-SIDORAME TIMUR-VI
1414;MEDAN PERJUANGAN;SIDORAME TIMUR;VII;MEDAN PERJUANGAN-SIDORAME TIMUR-VII
1415;MEDAN PERJUANGAN;SIDORAME TIMUR;VIII;MEDAN PERJUANGAN-SIDORAME TIMUR-VIII
1416;MEDAN PERJUANGAN;SIDORAME TIMUR;IX;MEDAN PERJUANGAN-SIDORAME TIMUR-IX
1417;MEDAN PERJUANGAN;SIDORAME TIMUR;X;MEDAN PERJUANGAN-SIDORAME TIMUR-X
1418;MEDAN PERJUANGAN;SIDORAME TIMUR;XI;MEDAN PERJUANGAN-SIDORAME TIMUR-XI
1419;MEDAN PERJUANGAN;SIDORAME TIMUR;XII;MEDAN PERJUANGAN-SIDORAME TIMUR-XII
1420;MEDAN PERJUANGAN;SIDORAME TIMUR;XIII;MEDAN PERJUANGAN-SIDORAME TIMUR-XIII
1421;MEDAN PERJUANGAN;SIDORAME TIMUR;XIV;MEDAN PERJUANGAN-SIDORAME TIMUR-XIV
1422;MEDAN PERJUANGAN;SIDORAME TIMUR;XV;MEDAN PERJUANGAN-SIDORAME TIMUR-XV
1423;MEDAN PERJUANGAN;TEGAL REJO;I;MEDAN PERJUANGAN-TEGAL REJO-I
1424;MEDAN PERJUANGAN;TEGAL REJO;II;MEDAN PERJUANGAN-TEGAL REJO-II
1425;MEDAN PERJUANGAN;TEGAL REJO;III;MEDAN PERJUANGAN-TEGAL REJO-III
1426;MEDAN PERJUANGAN;TEGAL REJO;IV;MEDAN PERJUANGAN-TEGAL REJO-IV
1427;MEDAN PERJUANGAN;TEGAL REJO;V;MEDAN PERJUANGAN-TEGAL REJO-V
1428;MEDAN PERJUANGAN;TEGAL REJO;VI;MEDAN PERJUANGAN-TEGAL REJO-VI
1429;MEDAN PERJUANGAN;TEGAL REJO;VII;MEDAN PERJUANGAN-TEGAL REJO-VII
1430;MEDAN PERJUANGAN;TEGAL REJO;VIII;MEDAN PERJUANGAN-TEGAL REJO-VIII
1431;MEDAN PERJUANGAN;TEGAL REJO;IX;MEDAN PERJUANGAN-TEGAL REJO-IX
1432;MEDAN PERJUANGAN;TEGAL REJO;X;MEDAN PERJUANGAN-TEGAL REJO-X
1433;MEDAN PERJUANGAN;TEGAL REJO;XI;MEDAN PERJUANGAN-TEGAL REJO-XI
1434;MEDAN PERJUANGAN;TEGAL REJO;XII;MEDAN PERJUANGAN-TEGAL REJO-XII
1435;MEDAN PERJUANGAN;TEGAL REJO;XIII;MEDAN PERJUANGAN-TEGAL REJO-XIII
1436;MEDAN PERJUANGAN;TEGAL REJO;XIV;MEDAN PERJUANGAN-TEGAL REJO-XIV
1437;MEDAN PERJUANGAN;TEGAL REJO;XV;MEDAN PERJUANGAN-TEGAL REJO-XV
1438;MEDAN PETISAH;PETISAH TENGAH;I;MEDAN PETISAH-PETISAH TENGAH-I
1439;MEDAN PETISAH;PETISAH TENGAH;II;MEDAN PETISAH-PETISAH TENGAH-II
1440;MEDAN PETISAH;PETISAH TENGAH;III;MEDAN PETISAH-PETISAH TENGAH-III
1441;MEDAN PETISAH;PETISAH TENGAH;IV;MEDAN PETISAH-PETISAH TENGAH-IV
1442;MEDAN PETISAH;PETISAH TENGAH;V/XV;MEDAN PETISAH-PETISAH TENGAH-V/XV
1443;MEDAN PETISAH;PETISAH TENGAH;VI;MEDAN PETISAH-PETISAH TENGAH-VI
1444;MEDAN PETISAH;PETISAH TENGAH;VII;MEDAN PETISAH-PETISAH TENGAH-VII
1445;MEDAN PETISAH;PETISAH TENGAH;VIII;MEDAN PETISAH-PETISAH TENGAH-VIII
1446;MEDAN PETISAH;PETISAH TENGAH;IX;MEDAN PETISAH-PETISAH TENGAH-IX
1447;MEDAN PETISAH;PETISAH TENGAH;X;MEDAN PETISAH-PETISAH TENGAH-X
1448;MEDAN PETISAH;PETISAH TENGAH;XI;MEDAN PETISAH-PETISAH TENGAH-XI
1449;MEDAN PETISAH;PETISAH TENGAH;XII;MEDAN PETISAH-PETISAH TENGAH-XII
1450;MEDAN PETISAH;PETISAH TENGAH;XIII;MEDAN PETISAH-PETISAH TENGAH-XIII
1451;MEDAN PETISAH;PETISAH TENGAH;XIV;MEDAN PETISAH-PETISAH TENGAH-XIV
1452;MEDAN PETISAH;PETISAH TENGAH;XVI;MEDAN PETISAH-PETISAH TENGAH-XVI
1453;MEDAN PETISAH;PETISAH TENGAH;XVII;MEDAN PETISAH-PETISAH TENGAH-XVII
1454;MEDAN PETISAH;SEI PUTIH BARAT;I;MEDAN PETISAH-SEI PUTIH BARAT-I
1455;MEDAN PETISAH;SEI PUTIH BARAT;II;MEDAN PETISAH-SEI PUTIH BARAT-II
1456;MEDAN PETISAH;SEI PUTIH BARAT;III;MEDAN PETISAH-SEI PUTIH BARAT-III
1457;MEDAN PETISAH;SEI PUTIH BARAT;IV;MEDAN PETISAH-SEI PUTIH BARAT-IV
